isin,company_name,org_perm_id,tax_id,hq_country,orgnr,method
SE0000259418,Intelligent Microsystems Data AB,4295890099.0,,SE,556232-2597,manual
SE0000262446,Acando Europe AB,4295890146.0,SE556220851101,SE,5562208511.0,lseg_taxid
SE0000262982,Cardo AB,4295889948.0,,,556026-8517,manual
SE0000264574,AB Segerstrom & Svensson,4295890045.0,,SE,556066-4085,manual
SE0000265217,PA Resources AB,4295890269.0,,SE,556488-2180,manual
SE0000266991,Granges AB,4295890016.0,SE556001612201,SE,5560016122.0,lseg_taxid
SE0000267056,,,,,556452-6514,manual
SE0000267494,Caran AB,4295890083.0,,SE,556416-0993,manual
SE0000273294,,,,,556238-4361,manual
SE0000275802,Vandewiele Sweden AB,4295890005.0,SE556512941701,SE,5565129417.0,lseg_taxid
SE0000275943,Mindray Medical Sweden AB,5036768384.0,SE556386994901,SE,5563869949.0,lseg_taxid
SE0000282071,Teligent Mobile Office AB,4295890180.0,,SE,556408-4124,manual
SE0000289928,,,,,,none
SE0000290728,Plm AB,4295889986.0,,SE,556000-4046,manual
SE0000291171,Toyota Material Handling Europe AB,4295889966.0,SE556491953701,SE,5564919537.0,lseg_taxid
SE0000291486,Cision AB,4295890210.0,,,556035-5360,manual
SE0000293003,Prifast AB,4295889937.0,,SE,556322-1729,manual
SE0000293656,BioPhausia AB,4295890105.0,SE556485015301,SE,5564850153.0,lseg_taxid
SE0000304750,Bring Mail Nordic AB,5000567227.0,SE556528819701,SE,5565288197.0,lseg_taxid
SE0000308017,,,,,556556-9023,manual
SE0000308272,Scania AB,4295889967.0,,SE,556184-8564,manual
SE0000308280,Scania AB,4295889967.0,,SE,556184-8564,manual
SE0000310336,,,,,5560316181,manual
SE0000310690,,,,,556525-8646,manual
SE0000311359,Dahl International AB,4295889982.0,,SE,556462-3790,manual
SE0000311417,,,,,559008-2912,manual
SE0000311615,Mandator AB,4295890091.0,SE556216035701,SE,5562160357.0,lseg_taxid
SE0000312043,Havsfrun Investment AB,4295889969.0,,SE,556311-5939,manual
SE0000314155,Stena Fastigheter Vast AB,5000210277.0,SE556093627901,SE,5560936279.0,lseg_taxid
SE0000314304,,,,,556410-8917,manual
SE0000314312,,,,,556410-8917,manual
SE0000314502,,,,,502004-3619,manual
SE0000316150,Ferator Engineering AB,4295890067.0,,SE,556327-2702,manual
SE0000323305,Softronic AB,4295890207.0,SE556249019201,SE,5562490192.0,lseg_taxid
SE0000325532,Enator AB,4295889985.0,,SE,556084-2164,manual
SE0000325870,Diffchamb Sverige AB,4295889934.0,,SE,556031-7242,manual
SE0000327090,Biolin Scientific AB,4295890100.0,SE556249429301,SE,5562494293.0,lseg_taxid
SE0000329146,SAS Sverige AB,4295889784.0,SE556042541401,SE,5560425414.0,lseg_taxid
SE0000329203,SIFAB Fastighets AB,4295889835.0,SE556014525101,SE,5560145251.0,lseg_taxid
SE0000331225,,,,,556733-4379,manual
