isin,company_name,org_perm_id,tax_id,hq_country,orgnr,method
SE0000100026,Active Biotech AB publ,4295889837,SE556223922701,SE,5562239227.0,lseg_taxid
SE0000100042,,,,,,none
SE0000100182,Linde Sverige AB,4295890036,,SE,,none
SE0000100208,Linde Sverige AB,4295890036,,SE,,none
SE0000100364,Allgon AB,4295889894,,SE,,none
SE0000100505,Talisman Energy Sweden AB,4295890281,,SE,,none
SE0000100844,Kappahl Molndal 2 AB,4295889802,,SE,,none
SE0000100919,Hitachi Energy Sweden AB,4295890052,SE556029702901,SE,5560297029.0,lseg_taxid
SE0000100927,Hitachi Energy Sweden AB,4295890052,SE556029702901,SE,5560297029.0,lseg_taxid
SE0000101008,Astrazeneca AB,4295889975,SE556011748201,SE,5560117482.0,lseg_taxid
SE0000101016,Astrazeneca AB,4295889975,SE556011748201,SE,5560117482.0,lseg_taxid
SE0000101032,,,,,,none
SE0000101057,Avesta Sheffield AB,5000828099,,SE,,none
SE0000101297,,,,,,none
SE0000101362,Bergman & Beving AB,4295890277,SE556034859001,SE,5560348590.0,lseg_taxid
SE0000101552,Schenker North & East AB,4295890309,SE556016431001,SE,5560164310.0,lseg_taxid
SE0000101578,Schenker North & East AB,4295890309,SE556016431001,SE,5560164310.0,lseg_taxid
SE0000101669,ElektronikGruppen BK AB,4295889876,SE556072254701,SE,5560722547.0,lseg_taxid
SE0000101891,Boras Wafveri AB,4295889771,,SE,,none
SE0000101925,Bpa AB (Publ),4295890293,,SE,,none
SE0000101941,Bpa AB (Publ),4295890293,,SE,,none
SE0000102006,BRIO Leksaker AB,4295889931,,SE,,none
SE0000102295,Bilia AB,4295889806,SE556112569001,SE,5561125690.0,lseg_taxid
SE0000102378,,,,,,none
SE0000102642,Fazer Services AB,4295890042,,SE,,none
SE0000102790,Kalmar Finland Oy,4296012977,09868201,FI,,none
SE0000102824,Concordia Maritime AB,4295889826,SE556068581901,SE,5560685819.0,lseg_taxid
SE0000103038,,,,,,none
SE0000103046,AB Custos,4295890276,,SE,,none
SE0000103152,Tidnings Marieberg AB,4295889778,SE556002879601,SE,5560028796.0,lseg_taxid
SE0000103699,,,,,,none
SE0000103780,Eldon AB,4295889789,,ES,,none
SE0000103806,,,,,,none
SE0000103814,,,,,,none
SE0000104051,Esselte AB,4295890002,SE556011455401,SE,5560114554.0,lseg_taxid
SE0000104077,Esselte AB,4295890002,SE556011455401,SE,5560114554.0,lseg_taxid
SE0000104150,HeidelbergCement Sweden AB,5000012120,SE556000605701,SE,5560006057.0,lseg_taxid
SE0000104176,HeidelbergCement Sweden AB,5000012120,SE556000605701,SE,5560006057.0,lseg_taxid
SE0000104416,Kinnevik Industriforvaltnings AB,4295890211,,,,none
SE0000104564,Realia AB (Fusion),4295890077,,SE,,none
SE0000104580,Humlegarden Fastigheter AB,5000441273,SE556682120201,SE,5566821202.0,lseg_taxid
SE0000104606,Humlegarden Fastigheter AB,5000441273,SE556682120201,SE,5566821202.0,lseg_taxid
SE0000104788,Fenix Outdoor AB,4295889900,SE556110631001,SE,5561106310.0,lseg_taxid
SE0000104846,Folkebolagen AB,4295889884,,SE,,none
SE0000105082,Fabege Storstockholm AB,4295890135,SE556130903901,SE,5561309039.0,lseg_taxid
SE0000105116,Acando AB,4295890023,SE556272509201,SE,5562725092.0,lseg_taxid
SE0000105199,Haldex AB,4295889821,SE556010115501,SE,5560101155.0,lseg_taxid
SE0000105264,Geveko AB,4295889858,SE556024684401,SE,5560246844.0,lseg_taxid
SE0000105371,Rederi Gotland AB,4295889781,SE556000802001,SE,5560008020.0,lseg_taxid
SE0000105397,Rederi Gotland AB,4295889781,SE556000802001,SE,5560008020.0,lseg_taxid
SE0000105496,Graningeverkens AB,4296758057,,SE,,none
SE0000106205,Peab AB,4295889909,SE556061433001,SE,5560614330.0,lseg_taxid
SE0000106270,H & M Hennes & Mauritz AB,4295890262,SE556042722001,SE,5560427220.0,lseg_taxid
SE0000106304,Investment AB Latour,4295889805,SE556026323701,SE,5560263237.0,lseg_taxid
SE0000106320,,,,,,none
SE0000106759,Iptor Supply Chain Systems AB,4295889938,SE556198728901,SE,5561987289.0,lseg_taxid
SE0000107203,Industrivarden AB,4295890329,SE556043420001,SE,5560434200.0,lseg_taxid
SE0000107401,,,,,,none
SE0000107419,,,,,,none
SE0000107476,Jacobson & Widmark AB,4295889777,,SE,,none
SE0000107724,KABE Group AB,4298446452,SE556097223301,SE,5560972233.0,lseg_taxid
SE0000107906,Klovern Forvaltnings AB,5000828426,,SE,,none
SE0000108169,Metso Outotec Sweden AB,4295889855,SE556216565301,SE,5562165653.0,lseg_taxid
SE0000108201,SKF AB,4295890078,SE556007349501,SE,5560073495.0,lseg_taxid
SE0000108227,SKF AB,4295890078,SE556007349501,SE,5560073495.0,lseg_taxid
SE0000108300,DistIT AB,4295890169,SE556116438401,SE,5561164384.0,lseg_taxid
SE0000108581,Lindab AB,4295889958,SE556068202201,SE,5560682022.0,lseg_taxid
SE0000108649,Telefonaktiebolaget LM Ericsson,4295890008,SE556016068001,SE,5560160680.0,lseg_taxid
SE0000108656,Telefonaktiebolaget LM Ericsson,4295890008,SE556016068001,SE,5560160680.0,lseg_taxid
SE0000108847,L E Lundbergforetagen AB (publ),4295890312,SE556056881701,SE,5560568817.0,lseg_taxid
SE0000108904,Emil Lundgren AB,4295889879,,SE,,none
SE0000109084,Martinsson Gruppen Ab,4295889901,,SE,,none
SE0000109142,,,,,,none
SE0000109290,,,,,,none
SE0000109514,Maldata AB,4295889913,,SE,,none
SE0000109811,,,,,,none
SE0000109985,Kappahl Molndal 2 AB,4295889802,,SE,,none
SE0000110116,,,,,,none
SE0000110165,,,,,,none
SE0000110322,Hoist Finance AB (publ),4295889832,SE556012848901,SE,5560128489.0,lseg_taxid
SE0000110710,Perstorp AB,4295890331,SE556024651301,SE,5560246513.0,lseg_taxid
SE0000110736,Perstorp AB,4295890331,SE556024651301,SE,5560246513.0,lseg_taxid
SE0000110819,Spectra-Physics AB,4295889829,SE556015888201,SE,5560158882.0,lseg_taxid
SE0000110835,Evidentia Fastigheter AB (Publ),4295889817,,SE,,none
SE0000110959,Platzer Fastigheter AB,5000303696,SE556102569201,SE,5561025692.0,lseg_taxid
SE0000111155,Stockwik Forvaltning AB,4295889941,SE556294784501,SE,5562947845.0,lseg_taxid
SE0000111189,,,,,,none
SE0000111940,Ratos AB,4295889824,SE556008358501,SE,5560083585.0,lseg_taxid
SE0000112252,Rottneros AB,4295890266,SE556013587201,SE,5560135872.0,lseg_taxid
SE0000112385,,,,,,none
SE0000112567,Sandblom & Stohne Ab Publ,4295889839,,SE,,none
SE0000112609,,,,,,none
SE0000112625,Sandvik AB,4295890065,,SE,,none
SE0000112682,,,,,,none
