"","yw","rm","rf","rm_rf","smb_ew","hml_ew","mom_ew","smb_vw","hml_vw","mom_vw"
"1","1983-02",0.0948823958586667,0.00206111111111111,0.0928212847475556,-0.0273912598248279,0.0358128545810547,-0.00645101896765334,-0.0216330662603343,0.0487392060635843,0.00393246681124802
"2","1983-03",0.013422605825982,0.00208055555555556,0.0113420502704265,0.0037134326955166,0.0384549732544436,-0.0181358866739898,0.00290759486529815,0.0364808006332384,-0.00516207997220464
"3","1983-04",0.02589473025018,0.00205138888888889,0.0238433413612911,0.0175237743277203,0.01950677099238,0.0172811454286617,0.0229604711668157,0.0283718804952437,0.0184365872265192
"4","1983-05",0.0564338908558174,0.00206111111111111,0.0543727797447063,0.00748476354735898,0.0211744400110655,-0.0321315057283051,0.0131428045695439,0.0128995541272262,-0.0314471469592494
"5","1983-06",0.0329644931095254,0.00205138888888889,0.0309131042206365,0.00239459717783409,0.00788520232400782,-0.00834618182778079,0.0141998106068077,0.0345399890894999,0.010878444981699
"6","1983-07",0.0539520053700285,0.00204166666666667,0.0519103387033618,0.0210574949398755,0.0359400398973983,0.0224885358779563,0.0240449923017533,0.0334841470206002,0.0214117414703937
"7","1983-08",0.0564445505931057,0.00204166666666667,0.0544028839264391,-0.0301852867016887,0.0319578239203117,-0.0172965221028129,-0.0205631186045264,0.0267147350216619,-0.00666236424761062
"8","1983-09",0.0264757598593318,0.0020125,0.0244632598593318,-0.0052447760207111,0.00367917686331005,0.0418902918064779,-0.00868347212966719,0.0121324635064227,0.0642918225099881
"9","1983-10",-0.0243490602975725,0.00203194444444444,-0.026381004742017,0.0250844105484625,0.0127191537238332,0.00448224165680075,0.0149106656399578,0.014983877059585,0.0154387730012827
"10","1983-11",0.0411848804835839,0.00206111111111111,0.0391237693724728,0.000270707563092856,0.00287649682017097,0.0250738624731619,-0.012219347783811,-0.00587735497348416,0.0200474520009654
"11","1983-12",-0.0587314205873142,0.0021,-0.0608314205873142,0.0127612093444831,-0.000744662619419807,-0.0371563535095403,0.00360642669018768,-0.0191520518841254,-0.0357025330044702
"12","1983-13",0.0148696030507,0.00211944444444444,0.0127501586062555,0.0051031621843997,0.000626660716300039,0.0175565014565885,0.00304964671514913,0.00169749468871454,0.0217699637873071
"13","1983-14",-0.00822111262419951,0.00211944444444444,-0.010340557068644,-0.0106963192991678,-0.0198710077890932,0.0122661053952526,-0.0244502678977688,-0.031714063392869,0.0113623790775713
"14","1983-15",0.025808584214809,0.00210972222222222,0.0236988619925867,-0.0131606453944801,0.0247340111618279,0.0331303686007794,-0.0148158070683945,0.018803216282202,0.0387185810776465
"15","1983-16",0.0536152492377859,0.00211944444444444,0.0514958047933414,-0.0384821448927184,0.00186743854697959,0.0534231327279684,-0.0430329722753263,0.00702966306467841,0.0698626890551451
"16","1983-17",0.0135275019997177,0.0021,0.0114275019997177,0.0104114903122229,0.0146482536837763,0.0261404656153103,0.0206148660685378,0.0159640986178686,0.0313444062768708
"17","1983-19",0.0435226666047679,0.00208055555555556,0.0414421110492123,-0.00786076825233933,0.0230886853679035,0.0568949134606764,-0.00791886245010077,0.0129516747801379,0.0377877148578028
"18","1983-20",-0.0214654328676929,0.00217777777777778,-0.0236432106454707,0.0259880334779603,-0.00741476241712539,-0.0138011292504592,0.0308683513461649,0.00293943636700261,-0.0165083771095368
"19","1983-21",-0.0076379259393967,0.00199305555555556,-0.00963098149495225,0.0139731206107304,-0.00401165317180313,-0.0163557277662097,-0.00281295673296429,-0.0268464518676025,-0.00929547015536705
"20","1983-22",-0.034039628908487,0.00220694444444444,-0.0362465733529315,0.0321907617379782,-0.0126662568107943,-0.0200022885531464,0.036565680405491,-0.0191168125478996,-0.00223823997171712
"21","1983-23",-0.0526690222675425,0.00214861111111111,-0.0548176333786536,0.0139151878240752,-0.0255670358720337,-0.0322226514632863,0.0061655910956173,-0.031814079778651,-0.0297031061007859
"22","1983-24",0.0404525883648743,0.00215833333333333,0.0382942550315409,-0.0128886085803408,0.0216961476712232,0.0546671707697784,-0.0265816405845589,0.0374858050065242,0.0379022515019929
"23","1983-25",-0.00647194687710522,0.00215833333333333,-0.00863028021043855,0.00812445225381127,0.0168677457909803,-0.000892759285666296,0.00807458342204915,0.0120898058650217,-0.00794429882714259
"24","1983-26",0.0110667150986802,0.00225555555555556,0.00881115954312468,-0.0031396552534901,0.0179501105344448,0.0104241103012395,0.00935766488150575,0.0207849485756777,0.027574817026254
"25","1983-27",0.016933320559494,0.00222638888888889,0.0147069316706052,0.000324780950170283,-0.00635957714895787,0.0274902612859387,-0.00389338160036965,-0.00623015454637332,0.0282425159116511
"26","1983-28",0.0322428695918417,0.00221666666666667,0.030026202925175,-0.00902789414780886,0.0221477651809458,0.0363968392104296,-0.00656637290561255,0.0243565246210136,0.0277177537798103
"27","1983-29",0.00593228073377752,0.00220694444444444,0.00372533628933307,0.0239004580037994,0.0178478314621971,-0.0141413242433337,0.0229543952253303,0.0132128761482884,-0.00398510797374342
"28","1983-30",0.0229540918163672,0.00221666666666667,0.0207374251497005,0.0122291194458134,-0.00719611432753766,0.0309659660116882,0.0170810467264654,0.000886647645681624,0.0405355890260318
"29","1983-31",0.0486474501108648,0.00220694444444444,0.0464405056664204,-0.0133348085199535,0.0277136827246755,0.00476950441804196,-0.00069337617823801,0.0373913030619717,-0.0228520638424692
"30","1983-32",0.024590857191187,0.00219722222222222,0.0223936349689648,0.0179794611011219,0.0263153787201507,0.0356527455133173,0.0250210534770644,0.0328670699057476,0.0232932125305073
"31","1983-33",-0.00406546009864415,0.00217777777777778,-0.00624323787642192,0.0249227818408877,-0.0190297532290921,0.0388655006346863,0.0353277093317897,-0.0214726667835809,0.0239293382561296
"32","1983-34",-0.012805636137588,0.00214861111111111,-0.0149542472486992,0.0109655774504888,-0.0203216608479884,0.00304890806898276,0.0199617932864575,-0.011395953178075,-0.0184495972378537
"33","1983-35",0.0497460224171949,0.00215833333333333,0.0475876890838616,-0.00238355696760618,0.00789543064451632,0.0640393322656617,0.00406428525242372,-0.0038339511848081,0.0637418118782796
"34","1983-36",-0.029013036871151,0.00214861111111111,-0.0311616479822622,0.0280014125422561,-0.0050774845938282,-0.0203971490680668,0.0301477135921951,-0.015150962617213,-0.0156104071051993
"35","1983-37",-0.0151356026440972,0.00217777777777778,-0.0173133804218749,0.0234213207482471,-0.00396691131561219,-0.0120008855708445,0.0179401560654866,-0.00916584238377939,-0.0120058486529754
"36","1983-38",0.00656546648266639,0.00217777777777778,0.00438768870488861,0.0140103640636047,0.00721865855479358,-0.00862130248008203,0.0161718900889155,0.00764003858291577,-0.0121098734209418
"37","1983-39",-0.00112172829248011,0.00233333333333333,-0.00345506162581344,0.0350907469817355,0.00477159605771478,-0.0227849294327553,0.0305915105893215,-0.00843030631964042,-0.0126526940018807
"38","1983-40",0.00784011978538442,0.00235277777777778,0.00548734200760664,-0.0165006100860849,0.0130725757730628,0.0046642455163786,-0.0173522632452956,0.018734859605821,0.0280910018844172
"39","1983-41",-0.0297546581928483,0.00235277777777778,-0.0321074359706261,-3.48397035751097e-05,-0.0202961604222303,0.0105512954240158,-0.000501283986344858,-0.0210104260335005,0.00979078382530976
"40","1983-42",-0.00895344633248954,0.00237222222222222,-0.0113256685547118,0.0243446273438679,-0.00685833329940248,-0.0227865788250489,0.0102441364333154,-0.00556140898067075,-0.00244053886246826
"41","1983-43",0.0156223175965664,0.00238194444444444,0.013240373152122,0.00386354249964947,0.00790724908140696,0.0440239651848125,0.00147997111041721,0.00591319806482943,0.0386044076924118
"42","1983-44",-0.0138184584178499,0.00235277777777778,-0.0161712361956277,0.0172126724365826,-0.0086560494326598,0.0287473834980155,0.0214990421027797,-0.00731936826480971,0.0145835325816063
"43","1983-45",0.0113553584436731,0.00235277777777778,0.00900258066589535,0.0230204074500364,-0.0035563318420828,0.0239857606491856,0.0246516881337406,0.00276850027527613,0.0104953239218528
"44","1983-46",0.0343403101432083,0.00235277777777778,0.0319875323654305,-0.00674133940171217,0.0235966268240048,0.00737139384559111,-0.000715300800441743,0.0285997271477748,0.00725746233399902
"45","1983-47",0.0198873527905785,0.00235277777777778,0.0175345750128007,-0.00398894150060514,0.0101631580859232,0.0145924960061039,-0.00866599529012723,0.00199186170858365,0.00708002257991089
"46","1983-48",0.0338581412161621,0.00234305555555556,0.0315150856606066,-0.0175152064008141,0.0152832384225118,0.0178855860041922,-0.00700452548707484,0.0256799061500996,0.0150430731466684
"47","1983-49",-0.0102560118099531,0.00231388888888889,-0.012569900698842,-0.00295436794678288,0.00816692893716538,0.0103990295254408,-0.00361100227884515,0.0133931534113005,0.0184187796861342
"48","1983-50",-0.0260234721513524,0.00231388888888889,-0.0283373610402413,0.00935787523296093,-0.0135398841610163,-0.00329066935056494,0.0102774968217547,-0.0117125478299316,-0.0136471474680153
"49","1983-51",-0.0189610703635043,0.00233333333333333,-0.0212944036968377,-0.00502270462249025,-0.016025779335611,-0.032473558852788,-0.0136051829429565,-0.0151492550453039,-0.0322230338106091
